id,number,gender,nation,academy,profession,class,结项级别,结项等级,奖项或成果名称,组办单位,获奖类型,获奖时间
1009,1613030103,男,汉族,统计与数学学院,信息与计算科学（精算中澳）,精算1601,国家级结项,第三及以后,大学生创新创业训练计划-创新训练项目,教育部,团体,2019-09-26
1010,201721030390,女,汉族,金融学院,金融学,金融1701,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
1011,201721060384,女,汉族,财政税务学院,财政学,财政1701,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
1012,201821040314,女,汉族,法学院,法学（中美）,国法1801,院级结项,其他（学院以上选拔推荐参赛但未获奖）,其他（见附件）,其他（见附件）,团体,2019-04-29
1013,1608030337,女,汉族,会计学院（会计硕士专业学位教育中心）,财务管理,财务1603,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-01
1014,1605030138,男,汉族,刑事司法学院,边防管理,边管1701,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-09-21
1015,1632010150,男,汉族,文澜学院,经济管理试验班,经管1601,国家级结项,第二,大学生创新创业训练计划-创新训练项目,教育部,团体,2019-09-10
1016,1604060136,男,汉族,法学院,法学,民商1601,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
1017,201721060646,女,汉族,工商管理学院,工商管理（国际班）,工商国际1701,院级结项,其他（学院以上选拔推荐参赛但未获奖）,其他（见附件）,其他（见附件）,团体,2019-09-04
1018,1605030102,男,汉族,刑事司法学院,边防管理,边管1601,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
1019,201721140234,女,汉族,财政税务学院,财政学,财政1701,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
1020,1604001037,男,汉族,法学院,法学,法1610,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
1021,1612030123,女,汉族,新闻与文化传播学院,汉语言文学,中文1601,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-07
1022,1607030333,女,汉族,财政税务学院,税收学,税务1603,校级结项,第二,大学生创新创业训练计划-创新训练项目,教育部,团体,2019-06-16
1023,201721090287,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（CPAC）,CPAC1701,校级结项,第二,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-01
1024,1604070120,女,汉族,法学院,法学,外法1601,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-08
1025,201721060646,女,汉族,工商管理学院,工商管理（国际班）,工商国际1701,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
1026,1603080128,女,汉族,金融学院,投资学,投资1601,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
1027,1611000322,女,汉族,外国语学院,英语,英语1603,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-29
1028,1604000446,女,汉族,法学院,法学,法1604,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
1029,1604000447,女,汉族,法学院,法学,法1604,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-16
1030,201721030401,女,汉族,金融学院,投资学,投资1701,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-30
1031,201821050038,女,汉族,刑事司法学院,公安学类,公安1804,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-04-04
1032,1608030410,女,汉族,会计学院（会计硕士专业学位教育中心）,财务管理,财务1604,校级结项,第二,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-11-23
1033,1611080121,女,汉族,外国语学院,商务英语,商英1601,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,个体,2019-05-01
1034,1604000136,女,汉族,法学院,法学,法1601,国家级结项,第三及以后,大学生创新创业训练计划-创新训练项目,教育部,团体,2018-12-01
1035,201721030360,男,汉族,金融学院,投资学,投资1701,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-07
1036,201721130221,男,汉族,会计学院（会计硕士专业学位教育中心）,国际会计（中澳班）,国会1701,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-04-17
1037,201721130066,女,汉族,信息与安全工程学院,安全工程,安全1701,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
1038,201721040238,女,汉族,法学院,法学,法1703,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-04-29
1039,201721040214,女,汉族,法学院,法学（卓越）,卓越1701,校级结项,第二,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
1040,1607030337,男,汉族,财政税务学院,税收学,税务1603,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-06
1041,201721030293,女,汉族,金融学院,金融学,金融1701,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-01
1042,1608010311,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学,会计1603,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-11-30
1043,201721100055,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,行政管理,行管1701,院级结项,其他（学院以上选拔推荐参赛但未获奖）,其他（见附件）,其他（见附件）,团体,2018-11-01
1044,201721080226,男,汉族,会计学院（会计硕士专业学位教育中心）,财务管理,财务1702,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-22
1045,201721080071,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（注册会计师）,注会1701,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-31
1046,1606080104,女,汉族,工商管理学院,农林经济管理,农经1601,校级结项,第二,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-06
1047,1608030428,女,汉族,会计学院（会计硕士专业学位教育中心）,财务管理,财务1604,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
1048,1604070115,男,汉族,法学院,法学,外法1601,校级结项,第一,大学生创新创业训练计划-创新训练项目,教育部,团体,2018-12-01
1049,1606080107,女,汉族,工商管理学院,农林经济管理,农经1601,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
1050,1606070128,女,汉族,工商管理学院,旅游管理,旅游1601,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
1051,201721070190,男,汉族,财政税务学院,财政学,财政1701,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-15
1052,201721040474,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学,会计1702,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-07
1053,201721250146,女,汉族,中韩新媒体学院,视觉传达设计（动漫）,动漫1703,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-01
1054,201721060055,女,汉族,工商管理学院,管理科学,管科1701,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-05
1055,1608010226,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学,会计1602,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
1056,1604000416,男,汉族,金融学院,金融学,金融1601,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-01
1057,1604000229,女,汉族,法学院,法学,法1602,国家级结项,第一,大学生创新创业训练计划-创新训练项目,教育部,团体,2018-09-08
1058,1604060248,女,汉族,法学院,法学,民商1602,国家级结项,第三及以后,大学生创新创业训练计划-创业训练项目,教育部,团体,2018-12-12
1059,1608030229,女,汉族,会计学院（会计硕士专业学位教育中心）,财务管理,财务1602,校级结项,第二,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-06
1060,1611080125,女,汉族,外国语学院,商务英语,商英1601,校级结项,第二,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,个体,2019-05-05
1061,1604001001,女,汉族,法学院,法学,法1610,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
1062,201721250284,女,汉族,中韩新媒体学院,视觉传达设计（动漫）,动漫1703,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
1063,1607030228,女,汉族,财政税务学院,税收学,税务1602,国家级结项,第一,大学生创新创业训练计划-创新训练项目,教育部,团体,2019-06-16
1064,1603080148,男,汉族,金融学院,投资学,投资1601,校级结项,第一,大学生创新创业训练计划-创新训练项目,教育部,团体,2019-12-01
1065,201721100236,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,劳动与社会保障,劳保1701,院级结项,其他（学院以上选拔推荐参赛但未获奖）,其他（见附件）,其他（见附件）,团体,2019-04-01
1066,1611000322,女,汉族,外国语学院,英语,英语1603,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-05
1067,201721040116,女,汉族,法学院,法学,法1708,院级结项,其他（学院以上选拔推荐参赛但未获奖）,其他（见附件）,其他（见附件）,团体,2019-04-29
1068,1612040216,女,汉族,金融学院,金融学（中美）,国金1601,校级结项,第二,大学生创新创业训练计划-创新训练项目,教育部,团体,2018-12-31
1069,201721080159,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（注册会计师）,注会1702,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
1070,201721040546,女,汉族,法学院,法学,法1707,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-01
1071,201721030046,女,汉族,金融学院,投资学,投资1702,校级结项,第二,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
1072,1608030317,女,汉族,会计学院（会计硕士专业学位教育中心）,财务管理,财务1603,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-20
1073,1609020121,女,汉族,统计与数学学院,统计学,统计1601,院级结项,其他（学院以上选拔推荐参赛但未获奖）,其他（见附件）,其他（见附件）,团体,2019-05-15
1074,1604000605,女,汉族,法学院,法学,法1606,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-06-05
1075,201721100070,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,城市管理,城管1701,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-03-07
1076,201721040054,女,汉族,法学院,法学,法1703,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-30
1077,201821140080,女,汉族,哲学院,社会学,社会1801,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-06
1078,201721130155,男,汉族,信息与安全工程学院,计算机科学与技术,计科1701,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-04-29
1079,1604060213,男,汉族,法学院,法学,民商1602,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-06
1080,201721040624,男,汉族,法学院,法学,民商1702,校级结项,第二,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-05
1081,201721320228,女,土家族,文澜学院,经济管理试验班,经管1701,院级结项,第一,文澜学院-博文杯科研项目,文澜学院,团体,2018-12-24
1082,201721070080,男,汉族,财政税务学院,财政学,财政1702,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-12-11
1083,201821050058,男,汉族,刑事司法学院,公安学类,公安1805,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-08
1084,1608030138,女,汉族,会计学院（会计硕士专业学位教育中心）,财务管理,财务1601,校级结项,第二,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,个体,2018-12-21
1085,1612090112,女,汉族,新闻与文化传播学院,数字媒体艺术,媒体1601,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-31
1086,201821080178,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（基地班）,会基1801,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-01
1087,201721030061,女,汉族,金融学院,工程造价,造价1701,院级结项,其他（学院以上选拔推荐参赛但未获奖）,其他（见附件）,其他（见附件）,团体,2018-12-21
1088,201721040324,女,汉族,法学院,法学,民商1701,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
1089,1602010311,女,汉族,经济学院,经济学,经济1603,国家级结项,第三及以后,大学生创新创业训练计划-创新训练项目,教育部,团体,2018-12-07
1090,1605020133,男,汉族,刑事司法学院,治安学,治安1601,校级结项,第二,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-07
1091,1602040104,女,汉族,经济学院,国际商务,国商1601,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
1092,1623020214,男,汉族,中韩新媒体学院,电影学（影像）,影像1602,校级结项,第三及以后,大学生创新创业训练计划-创新训练项目,教育部,团体,2019-12-06
1093,201721130035,男,汉族,信息与安全工程学院,计算机科学与技术,计科1701,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
1094,1602040135,女,汉族,经济学院,国际商务,国商1601,校级结项,第二,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
1095,201721080049,女,汉族,会计学院（会计硕士专业学位教育中心）,财务管理,财务1701,院级结项,第三及以后,其他（见附件）,其他（见附件）,团体,2018-12-21
1096,201821060600,男,汉族,工商管理学院,工商管理类,工商1807,院级结项,其他（学院以上选拔推荐参赛但未获奖）,其他（见附件）,其他（见附件）,团体,2019-07-03
1097,201721030168,女,汉族,经济学院,经济学,经济1701,校级结项,第二,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-06
1098,201721070137,男,汉族,财政税务学院,财政学,财政1702,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-05
1099,201721100031,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,劳动与社会保障,劳保1701,院级结项,其他（学院以上选拔推荐参赛但未获奖）,其他（见附件）,其他（见附件）,团体,2018-10-11
1100,201721130086,女,汉族,信息与安全工程学院,信息管理与信息系统,信管1701,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-27
1101,1604060148,女,汉族,法学院,法学,民商1601,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
1102,201721030178,男,汉族,金融学院,工程管理,工程1701,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-24
1103,1607030225,女,汉族,财政税务学院,税收学,税务1602,国家级结项,第二,大学生创新创业训练计划-创新训练项目,教育部,团体,2019-05-08
1104,1605060127,女,汉族,刑事司法学院,法学（司）,司法1601,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-01
1105,201721060067,女,汉族,工商管理学院,管理科学,管科1701,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
1106,1623020214,男,汉族,中韩新媒体学院,电影学（影像）,影像1602,校级结项,第二,大学生创新创业训练计划-创新训练项目,教育部,团体,2018-12-06
1107,201721060081,女,汉族,工商管理学院,国际经济与贸易,国贸1702,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-06
1108,1610010146,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,行政管理,行管1601,校级结项,第二,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-11-16
1109,201721020091,女,汉族,经济学院,经济学,经济1704,院级结项,第一,经济学院-“学蕴杯”本科生科研项目,经济学院,团体,2019-04-01
1110,201721110279,女,汉族,经济学院,经济学,经济1702,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-10-26
1111,201721080057,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（注册会计师）,注会1702,校级结项,第二,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
1112,1604060204,女,汉族,法学院,法学,民商1602,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
1113,1602040250,女,瑶族,经济学院,国际商务,国商1602,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
1114,201721040794,女,苗族,法学院,法学,法1709,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
1115,1603100112,男,汉族,金融学院,房地产开发与管理,房产1601,院级结项,其他（学院以上选拔推荐参赛但未获奖）,其他（见附件）,其他（见附件）,团体,2019-05-08
1116,1611000134,男,汉族,外国语学院,英语,英语1601,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-05-25
1117,1604060136,男,汉族,法学院,法学,民商1601,校级结项,第三及以后,大学生创新创业训练计划-创新训练项目,教育部,团体,2018-12-01
1118,1606050214,男,汉族,工商管理学院,市场营销,市营1602,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-25
1119,1602040142,女,汉族,经济学院,国际商务,国商1601,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
1120,1602010136,女,壮族,经济学院,经济学,经济1601,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-04
1121,1610030139,女,汉族,会计学院（会计硕士专业学位教育中心）,财务管理,财务1603,校级结项,第三及以后,大学生创新创业训练计划-创新训练项目,教育部,团体,2019-06-18
1122,201721130009,男,汉族,信息与安全工程学院,安全工程,安全1701,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-01
1123,201721030415,女,汉族,金融学院,保险学（精算）,保精1701,校级结项,第二,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-28
1124,1610010107,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,行政管理,行管1601,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-08
1125,1608030201,男,汉族,会计学院（会计硕士专业学位教育中心）,财务管理,财务1602,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
1126,201721040061,男,汉族,法学院,法学,民商1701,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-04-29
1127,1613030141,女,汉族,信息与安全工程学院,信息管理与信息系统（金融信息）,信管1602,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-11-16
1128,1604000118,女,汉族,法学院,法学,法1601,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
1129,1602040104,女,汉族,经济学院,国际商务,国商1601,院级结项,第三及以后,经济学院-“学蕴杯”本科生科研项目,经济学院,团体,2019-06-01
1130,201721030066,女,汉族,金融学院,投资学,投资1701,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-28
1131,1606040119,女,汉族,工商管理学院,工商管理,工商1601,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-06
1132,201821020268,女,汉族,经济学院,国际商务（中法）,国商1803,院级结项,第三及以后,经济学院-“学蕴杯”本科生科研项目,经济学院,团体,2019-06-01
1133,1602040214,男,汉族,经济学院,国际商务,国商1602,校级结项,第二,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-07
1134,201721030382,女,汉族,金融学院,房地产开发与管理,房产1701,校级结项,第二,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-01
1135,1604080220,女,汉族,法学院,法学,法制1602,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-03
1136,201721130008,女,汉族,信息与安全工程学院,安全工程,安全1701,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
1137,201721320010,女,汉族,文澜学院,经济管理试验班,经管1702,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-08
1138,201721030258,女,汉族,金融学院,金融工程,金工1701,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-01
1139,1602040245,女,汉族,经济学院,国际商务,国商1602,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-07
1140,201721040495,女,汉族,法学院,法学,法1703,院级结项,第一,其他（见附件）,其他（见附件）,团体,2019-04-29
1141,1603030150,女,汉族,金融学院,工程管理,工程1601,院级结项,第三及以后,其他（见附件）,其他（见附件）,团体,2019-05-01
1142,201721060350,女,汉族,工商管理学院,国际经济与贸易,国贸1702,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-06
1143,201721130130,女,汉族,信息与安全工程学院,信息管理与信息系统（金融信息）,信管1702,校级结项,第二,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-07
1144,1611090105,女,汉族,外国语学院,俄语,俄语1601,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-04
1145,201721040393,女,满族,法学院,法学,法1705,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-01
1146,1607010301,女,汉族,财政税务学院,财政学,财政1603,校级结项,第三及以后,大学生创新创业训练计划-创新训练项目,教育部,团体,2019-06-15
1147,201721060059,女,汉族,工商管理学院,工商管理（国际班）,工商国际1701,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
1148,1604070130,女,汉族,法学院,法学,外法1601,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
1149,1603100159,女,汉族,金融学院,房地产开发与管理,房产1601,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-20
1150,201721040205,男,汉族,文澜学院,经济管理试验班,经管1701,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-08
1151,201821320063,女,汉族,文澜学院,经济管理试验班,经管1801,校级结项,第三及以后,大学生创新创业训练计划-创业训练项目,教育部,团体,2020-04-25
1152,1606020130,男,汉族,工商管理学院,贸易经济,贸经1601,校级结项,第三及以后,大学生创新创业训练计划-创新训练项目,教育部,团体,2018-12-12
1153,201721020140,女,汉族,经济学院,经济学,经济1701,院级结项,第一,经济学院-“学蕴杯”本科生科研项目,经济学院,团体,2019-09-07
1154,1604060154,女,汉族,法学院,法学,民商1601,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
1155,1606010111,女,汉族,工商管理学院,国际经济与贸易,国贸1601,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-06
1156,1602040139,男,汉族,经济学院,国际商务,国商1601,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-09-01
1157,201721070136,女,汉族,财政税务学院,财政学,财政1701,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
1158,201721070051,女,汉族,财政税务学院,财政学（中英班）,国财1701,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-03-06
1159,201721020140,女,汉族,经济学院,经济学,经济1701,院级结项,第一,经济学院-“学蕴杯”本科生科研项目,经济学院,团体,2019-03-01
1160,1604060214,男,汉族,法学院,法学,民商1602,校级结项,第二,大学生创新创业训练计划-创新训练项目,教育部,团体,2018-12-13
1161,1608010114,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学,会计1601,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-09-24
1162,201821080190,女,汉族,会计学院（会计硕士专业学位教育中心）,财务管理,财务1802,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-01
1163,201721080197,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（ACCA）,ACCA1701,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
1164,201721030147,女,汉族,金融学院,工程管理,工程1701,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
1165,1608020218,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（注册会计师）,注会1602,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
1166,1604060124,男,汉族,法学院,法学,民商1601,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-01
1167,1608030419,女,汉族,会计学院（会计硕士专业学位教育中心）,财务管理,财务1604,校级结项,第二,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-05-08
1168,201721040749,女,汉族,法学院,法学,民商1701,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-11-30
1169,1602010211,女,汉族,经济学院,经济学,经济1602,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-07
1170,201721140030,女,苗族,会计学院（会计硕士专业学位教育中心）,会计学（CPAC）,CPAC1701,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
1171,201721130232,女,汉族,信息与安全工程学院,信息管理与信息系统,信管1701,校级结项,第二,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
1172,1604080102,男,汉族,法学院,法学（卓越）,卓越1601,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
1173,1602040131,女,汉族,经济学院,国际商务,国商1601,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-01-03
1174,201721100133,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,劳动与社会保障,劳保1701,校级结项,第二,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-04-26
