id,number,gender,nation,academy,profession,class,volunteer_level,award_level,award_name,organization,award_type,award_date
5730,201721030062,女,汉族,金融学院,金融学,金融1702,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-03-21
5731,1604001014,女,汉族,法学院,法学,法1610,院级表彰,其他（参加活动但未获奖）,“四进社区”志愿服务活动,各学院,个体,2019-06-09
5732,201821060510,女,汉族,工商管理学院,工商管理类,工商1804,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-06-13
5733,201821060137,男,汉族,工商管理学院,工商管理类,工商1804,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-03-31
5734,1608010209,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学,会计1602,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2019-04-14
5735,201721060574,女,汉族,工商管理学院,国际经济与贸易,国贸1702,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-12-05
5736,201821060121,男,汉族,工商管理学院,工商管理类,工商1807,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2019-01-26
5737,201721130015,男,汉族,信息与安全工程学院,电子商务（技术）,商务1702,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-03-31
5738,201821030050,男,汉族,金融学院,金融学类,金融1807,院级表彰,志愿服务先进个人,志愿服务“先进个人” - 优秀志愿者,各学院,个体,2019-05-20
5739,201721040628,女,汉族,法学院,法学,法制1701,院级表彰,志愿服务优秀团队,“四进社区”志愿服务活动,各学院,团体,2019-04-27
5740,201821100076,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1802,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2019-07-11
5741,201829080349,女,土家族,会计学院（会计硕士专业学位教育中心）,会计学,会计1804,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-11-11
5742,201721030305,女,汉族,金融学院,金融学,金融1702,院级表彰,志愿服务先进个人,志愿服务“先进个人” - 优秀志愿者,各学院,个体,2019-05-04
5743,201821040255,女,汉族,法学院,法学类,法1807,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-11-01
5744,201821060174,女,汉族,工商管理学院,经济与贸易类,经贸1801,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-06-07
5745,1604070133,女,汉族,法学院,法学,外法1601,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-03
5746,201821120052,男,汉族,金融学院,金融学（中美）,国金1801,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-12-25
5747,201821030179,女,汉族,金融学院,金融学类,金融1802,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-06-01
5748,201821040319,女,汉族,法学院,法学类,法1811,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2019-05-15
5749,201721090003,男,汉族,统计与数学学院,金融数学,金数1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-03-16
5750,201821110138,女,汉族,外国语学院,外国语言文学类,英语1806,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-03
5751,201821070193,女,汉族,财政税务学院,财政学类,财政1802,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-10
5752,201721030070,男,汉族,金融学院,金融学,金融1701,院级表彰,志愿服务先进个人,志愿服务“先进个人” - 优秀志愿者,各学院,个体,2019-05-04
5753,201721030390,女,汉族,金融学院,金融学,金融1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-11-10
5754,201821100007,女,壮族,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1801,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-05-18
5755,1604000837,女,汉族,法学院,法学,法1608,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-06-14
5756,201821040196,女,汉族,法学院,法学类,法1813,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-04-21
5757,201721080159,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（注册会计师）,注会1702,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-11-10
5758,201721120209,女,汉族,新闻与文化传播学院,汉语言文学,中文1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-02-28
5759,201721040135,女,汉族,法学院,法学,法1706,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-09-29
5760,201821040795,女,汉族,法学院,法学类,法1811,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-04-20
5761,201821090091,女,汉族,金融学院,金融学类,金融1806,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2019-05-12
5762,201821040148,女,汉族,法学院,法学类,法1813,院级表彰,志愿服务优秀团队,“四进社区”志愿服务活动,各学院,个体,2018-12-16
5763,201821040160,女,汉族,法学院,法学类,法1809,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2019-05-25
5764,201721100024,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-10-14
5765,201721060061,女,汉族,工商管理学院,国际经济与贸易,国贸1702,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-11-08
5766,201821080006,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（ACCA）,ACCA1801,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2019-08-02
5767,201821060285,女,汉族,工商管理学院,工商管理类,工商1805,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-03-31
5768,201821110263,女,汉族,外国语学院,外国语言文学类,英语1807,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-12-02
5769,1604001037,男,汉族,法学院,法学,法1610,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-10-26
5770,201721020080,男,汉族,经济学院,经济学,经济1702,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-12-23
5771,201821110282,女,汉族,外国语学院,外国语言文学类,英语1803,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-11-10
5772,201821090257,女,汉族,统计与数学学院,经济统计学（数/统中英）,国统1801,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2019-09-14
5773,201821080330,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学,会计1801,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2018-11-18
5774,201721140173,男,汉族,哲学院,社会学,社会1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-10-05
5775,201821100260,女,苗族,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1802,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-09-01
5776,201821030321,男,汉族,金融学院,管理科学与工程类,管工1803,院级表彰,志愿服务优秀团队,志愿服务“优秀团队”,各学院,团体,2019-04-13
5777,201721100092,女,壮族,公共管理学院（公共管理硕士专业学位教育中心）,行政管理,行管1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-11-03
5778,201821090081,女,汉族,统计与数学学院,统计学类,统计1802,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2019-01-24
5779,201721090290,女,汉族,统计与数学学院,经济统计学,经统1701,院级表彰,志愿服务先进个人,志愿服务“先进个人” - 优秀志愿者,各学院,个体,2019-05-04
5780,201721090277,女,汉族,统计与数学学院,经济统计学,经统1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-06-06
5781,201721070169,女,维吾尔族,财政税务学院,财政学,财政1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-05-05
5782,201721040660,女,汉族,法学院,法学,民商1702,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-10-28
5783,201821060320,女,汉族,工商管理学院,工商管理类,工商1802,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2019-03-31
5784,201821040121,女,汉族,法学院,法学类,法1805,院级表彰,志愿服务先进个人,志愿服务“先进个人” - 优秀志愿者,各学院,个体,2018-11-09
5785,1611000219,女,汉族,外国语学院,英语,英语1602,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-10-27
5786,201721070074,女,汉族,财政税务学院,税收学,税务1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2018-11-07
5787,201821040549,女,汉族,法学院,法学类,法1816,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-04-11
5788,201821130204,女,汉族,信息与安全工程学院,计算机类,信息1804,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-03
5789,1606020107,女,汉族,工商管理学院,贸易经济,贸经1601,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-10-24
5790,201821040746,女,土家族,法学院,法学类,法1804,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-03-03
5791,201721100033,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,劳动与社会保障,劳保1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-10-28
5792,1611000307,女,汉族,外国语学院,英语,英语1603,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-10-12
5793,201721080323,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学,会计1701,院级表彰,志愿服务先进个人,志愿服务“先进个人” - 优秀志愿者,各学院,个体,2019-05-04
5794,201821100228,女,土家族,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1804,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-05-12
5795,201721060502,女,汉族,工商管理学院,市场营销,市营1701,校级表彰,志愿服务优秀团队,志愿服务“优秀团队”,共青团中南财经政法大学委员会,团体,2018-11-08
5796,201821040665,女,汉族,法学院,法学类,法1808,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2019-03-16
5797,201821060319,女,汉族,工商管理学院,工商管理类,工商1803,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-04-25
5798,201821080164,男,汉族,会计学院（会计硕士专业学位教育中心）,会计学（基地班）,会基1801,校级表彰,志愿服务先进个人,志愿服务“先进个人” ,共青团中南财经政法大学委员会,个体,2019-05-04
5799,201821040348,男,汉族,法学院,法学类,法1816,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2019-03-16
5800,201821140116,女,汉族,哲学院,社会学,社会1801,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-10-04
5801,201828060326,女,汉族,工商管理学院,工商管理类,工商1807,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-09-01
5802,201721100027,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-04-18
5803,201721100116,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,行政管理,行管1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-09-01
5804,201821030077,女,汉族,金融学院,管理科学与工程类,管工1801,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-07-10
5805,201721070008,女,汉族,财政税务学院,财政学,财政1703,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-02-14
5806,201821120090,女,汉族,新闻与文化传播学院,汉语言文学,中文1801,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-11-09
5807,201821100155,女,汉族,统计与数学学院,经济统计学（数/统中英）,国统1801,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-02-13
5808,1603080121,女,汉族,金融学院,投资学,投资1601,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-02-28
5809,201821090239,女,汉族,统计与数学学院,经济统计学,经统1801,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-09-23
5810,201821020081,女,汉族,经济学院,经济学（实验）,经济实验1801,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2019-04-13
5811,1609110155,女,汉族,统计与数学学院,应用统计学,应统1601,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2019-07-26
5812,1608010229,女,土家族,会计学院（会计硕士专业学位教育中心）,会计学,会计1602,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-04-14
5813,201821090308,女,彝族,统计与数学学院,统计学类,统计1803,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2019-09-01
5814,201821090117,女,汉族,统计与数学学院,统计学类,统计1803,校级表彰,志愿服务先进个人,志愿服务“先进个人” ,共青团中南财经政法大学委员会,个体,2019-05-28
5815,201821100217,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1802,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2018-11-08
5816,201821130173,女,汉族,信息与安全工程学院,计算机类,信息1803,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-09-01
5817,201821120069,女,汉族,法学院,法学（中美）,国法1801,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-12-23
5818,201821020180,女,汉族,经济学院,经济学,经济1804,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-04-27
5819,201821110211,女,汉族,外国语学院,外国语言文学类,英语1803,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-10-24
5820,201821080310,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（基地班）,会基1801,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-05-11
5821,201721100084,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,行政管理,行管1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2018-11-09
5822,201721080063,女,汉族,会计学院（会计硕士专业学位教育中心）,财务管理,财务1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-04-13
5823,201821110242,女,汉族,外国语学院,外国语言文学类,英语1804,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-12-23
5824,201721030270,男,汉族,金融学院,房地产开发与管理,房产1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-04-14
5825,201721100068,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,劳动与社会保障,劳保1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-11-17
5826,201821060322,女,汉族,工商管理学院,工商管理类,工商1809,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-09-07
5827,201721030451,男,汉族,金融学院,工程造价,造价1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2019-06-09
5828,1606040228,女,汉族,工商管理学院,工商管理,工商1602,校级表彰,志愿服务优秀团队,志愿服务“优秀团队”,共青团中南财经政法大学委员会,团体,2019-05-04
5829,201721030248,女,汉族,金融学院,房地产开发与管理,房产1701,院级表彰,志愿服务先进个人,志愿服务“先进个人” - 优秀志愿者,各学院,个体,2019-05-04
5830,201721100029,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,行政管理,行管1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-09-16
5831,201721050047,男,汉族,刑事司法学院,治安学,治安1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-09-02
5832,201721250054,女,汉族,中韩新媒体学院,电影学（影像）,影像1704,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-11-06
5833,201821060322,女,汉族,工商管理学院,工商管理类,工商1809,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-04-06
5834,201721100138,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,行政管理,行管1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-12-02
5835,201821070001,男,汉族,财政税务学院,财政学类,财政1804,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-05-09
5836,201721040341,女,壮族,法学院,法学,法制1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-09-01
5837,201821080033,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学,会计1801,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-05-10
5838,201821020013,女,汉族,文澜学院,经济管理试验班,经管1801,校级表彰,志愿服务先进个人,志愿服务“先进个人” ,共青团中南财经政法大学委员会,个体,2019-09-12
5839,1606010112,女,汉族,工商管理学院,国际经济与贸易,国贸1601,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-09-23
5840,201821040195,女,汉族,法学院,法学类,法1809,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-01-25
5841,1611000307,女,汉族,外国语学院,英语,英语1603,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-09-28
5842,201821090308,女,彝族,统计与数学学院,统计学类,统计1803,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2019-05-23
5843,201821120198,女,汉族,新闻与文化传播学院,新闻传播学类,新闻1803,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-03-14
5844,201821060147,女,汉族,经济学院,经济学,经济1804,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-04-20
5845,201721040024,女,汉族,法学院,法学,法制1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-03-14
5846,201821040760,男,汉族,法学院,法学类,法1816,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2018-11-11
5847,201821250247,女,汉族,中韩新媒体学院,视觉传达设计（动漫）,动漫1803,校级表彰,志愿服务先进个人,志愿服务“先进个人” - 优秀志愿者,共青团中南财经政法大学委员会,个体,2019-05-04
5848,201721030068,女,汉族,金融学院,工程造价,造价1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-09-04
5849,201721040543,女,汉族,法学院,法学,法1705,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-10-28
5850,201821140064,女,汉族,哲学院,国际政治,国政1801,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-05-01
5851,201721140235,女,汉族,法学院,法学,法1704,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-04-26
5852,201721080196,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（注册会计师）,注会1702,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-09-02
5853,201821020031,男,汉族,经济学院,经济学,经济1804,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2019-01-16
5854,201821060050,女,汉族,工商管理学院,工商管理类,工商1807,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2019-09-26
5855,201821020025,女,壮族,经济学院,经济学,经济1801,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2019-04-18
5856,201721060013,女,汉族,工商管理学院,农林经济管理,农经1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-04-25
5857,201821080150,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学,会计1804,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-04-13
5858,201821060058,女,壮族,工商管理学院,工商管理类,工商1804,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-02-01
5859,201821140050,男,汉族,哲学院,社会学,社会1801,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-05-11
5860,201821110065,女,汉族,外国语学院,外国语言文学类,英语1805,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-10-20
5861,201721090207,男,汉族,统计与数学学院,统计学,统计1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-11-18
5862,201721120055,女,汉族,新闻与文化传播学院,新闻学,新闻1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-09-01
5863,201721040276,女,汉族,法学院,法学,民商1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-04-26
5864,1606080147,男,汉族,法学院,法学（卓越）,卓越1601,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-11-17
5865,201721090277,女,汉族,统计与数学学院,经济统计学,经统1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-07-30
5866,201821040371,女,汉族,法学院,法学类,法1801,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-11-01
5867,201821100251,女,汉族,统计与数学学院,统计学类,统计1801,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-10-20
5868,201821060401,女,汉族,工商管理学院,工商管理类,工商1809,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-12-02
5869,201821080295,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学,会计1804,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-01-30
5870,201721020007,女,汉族,经济学院,经济学,经济1703,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-09-26
5871,201821030147,男,汉族,金融学院,金融学类,金融1806,院级表彰,志愿服务优秀团队,志愿服务“优秀团队”,各学院,团体,2019-04-06
5872,201821110133,女,汉族,外国语学院,外国语言文学类,英语1808,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-02-02
5873,201821100192,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1801,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-02
5874,201829040829,女,彝族,法学院,法学类,法1803,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-12-02
5875,201821040216,女,汉族,法学院,法学类,法1808,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-03-01
5876,201721050052,男,汉族,刑事司法学院,治安学,治安1701,校级表彰,志愿服务先进个人,志愿服务“先进个人” - 优秀志愿者,共青团中南财经政法大学委员会,个体,2019-05-04
5877,201821100175,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1805,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2019-08-11
5878,201821040055,女,汉族,法学院,法学类,法1808,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2018-10-25
5879,201821100101,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1804,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-10-20
5880,201821040111,男,土家族,法学院,法学类,法1803,院级表彰,志愿服务优秀团队,“四进社区”志愿服务活动,各学院,个体,2019-09-08
5881,201721030267,女,汉族,金融学院,保险学（精算）,保精1701,校级表彰,志愿服务先进个人,志愿服务“先进个人” - 优秀志愿者,共青团中南财经政法大学委员会,个体,2019-05-04
5882,201821090254,女,汉族,统计与数学学院,经济统计学,经统1801,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-10-28
5883,1606050150,男,回族,工商管理学院,市场营销,市营1601,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-09-01
5884,201821130239,女,汉族,信息与安全工程学院,计算机类,信息1803,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-11-04
5885,201821040708,男,汉族,法学院,法学类,法1809,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-11-18
5886,201721040565,女,汉族,法学院,法学,法1704,院级表彰,志愿服务优秀团队,“四进社区”志愿服务活动,各学院,团体,2018-12-06
5887,1604060138,女,汉族,法学院,法学,民商1601,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-11-07
5888,201721040788,女,土家族,法学院,法学,法制1702,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-12-08
5889,201821090141,女,汉族,统计与数学学院,统计学类,统计1802,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-05-11
5890,201821030160,女,汉族,金融学院,管理科学与工程类,管工1802,院级表彰,志愿服务先进个人,志愿服务“先进个人” - 优秀志愿者,各学院,个体,2019-05-04
5891,201821040002,女,汉族,法学院,法学类,法1808,院级表彰,志愿服务优秀团队,“四进社区”志愿服务活动,各学院,团体,2019-03-16
5892,201821040581,女,汉族,法学院,法学类,法1804,校级表彰,志愿服务先进个人,志愿服务“先进个人” - 优秀志愿者,共青团中南财经政法大学委员会,个体,2019-05-04
5893,201821110201,女,汉族,法学院,法学类,法1809,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-04-07
5894,201821070100,女,汉族,财政税务学院,财政学类,财政1801,院级表彰,志愿服务先进个人,志愿服务“先进个人” - 优秀志愿者,各学院,个体,2019-05-04
5895,201821110185,女,汉族,外国语学院,外国语言文学类,英语1801,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-12-29
5896,201721040535,女,汉族,法学院,法学,法1706,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-11-25
5897,201721060263,女,黎族,工商管理学院,市场营销,市营1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-06-12
5898,201721130004,女,汉族,信息与安全工程学院,电子商务（技术）,商务1702,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-12-09
5899,201721100049,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,公共事业管理,公管1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-05-15
5900,1611080104,女,汉族,外国语学院,商务英语,商英1601,校级表彰,志愿服务先进个人,志愿服务“先进个人” - 优秀志愿者,共青团中南财经政法大学委员会,个体,2019-05-04
5901,201821140069,男,汉族,哲学院,社会学,社会1801,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-02-27
5902,201721020259,女,汉族,经济学院,经济学,经济1704,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-05-18
