id,number,gender,nation,academy,profession,class,competition_level,award_level,award_name,organization,award_type,is_principal,award_date
718,1610010153,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,行政管理,行管1601,省级竞赛,一等奖,"""挑战杯""全国大学生课外学术科技作品竞赛",共青团中央,团体,暂无数据,2019-05-26
719,201821070146,女,汉族,财政税务学院,财政学类,财政1803,国家级竞赛,三等奖,大学生创新创业训练计划-创新项目,教育部,团体,暂无数据,2019-05-16
720,1604000447,女,汉族,法学院,法学,法1604,校级竞赛,优秀奖,"""挑战杯""全国大学生课外学术科技作品竞赛",共青团中央,团体,暂无数据,2019-04-26
721,201721050092,男,汉族,刑事司法学院,治安学,治安1701,校级竞赛,一等奖,中国“互联网+”大学生创新创业大赛,教育部（明理杯）,团体,是,2019-06-26
722,201821050001,男,汉族,刑事司法学院,公安学类,公安1805,校级竞赛,优秀奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-05-08
723,201729080363,女,彝族,会计学院（会计硕士专业学位教育中心）,会计学（ACCA）,ACCA1701,校级竞赛,三等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-12-21
724,1610010104,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,行政管理,行管1601,省级竞赛,二等奖,"""挑战杯""全国大学生课外学术科技作品竞赛",共青团中央,团体,暂无数据,2019-05-26
725,201821100112,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1805,校级竞赛,优秀奖,中国“互联网+”大学生创新创业大赛,教育部,团体,暂无数据,2019-09-08
726,1602010431,女,汉族,经济学院,经济学,经济1604,院级竞赛,优秀奖,财经评论员大赛,经济学院,个体,暂无数据,2019-05-08
727,201721110291,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（CPAC）,CPAC1701,校级竞赛,三等奖,中国“互联网+”大学生创新创业大赛,教育部,团体,暂无数据,2019-08-07
728,1610010131,男,汉族,法学院,法学,民商1601,校级竞赛,三等奖,"""挑战杯""全国大学生课外学术科技作品竞赛",共青团中央,团体,暂无数据,2019-04-01
729,201721100175,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,城市管理,城管1701,校级竞赛,二等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-11-25
730,201721070137,男,汉族,财政税务学院,财政学,财政1702,校级竞赛,三等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-04-18
731,201721040572,男,汉族,法学院,法学,法1704,校级竞赛,优秀奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-03-03
732,1610030156,男,汉族,公共管理学院（公共管理硕士专业学位教育中心）,劳动与社会保障,劳保1601,校级竞赛,二等奖,“创青春” 全国大学生创业大赛,共青团中央、教育部,团体,是,2018-04-18
733,1609050112,女,汉族,信息与安全工程学院,计算机科学与技术,计科1601,校级竞赛,优秀奖,中国“互联网+”大学生创新创业大赛,教育部（明理杯）,团体,否,2019-08-01
734,201721040624,男,汉族,法学院,法学,民商1702,校级竞赛,三等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-05-05
735,1610010104,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,行政管理,行管1601,校级竞赛,二等奖,暂无数据,共青团中央,团体,暂无数据,2019-04-22
736,1608020207,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（注册会计师）,注会1602,校级竞赛,二等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-12-21
737,201821080082,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（基地班）,会基1801,校级竞赛,二等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-05-07
738,1605030113,男,汉族,刑事司法学院,侦查学,职侦1601,校级竞赛,一等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,否,2019-05-10
739,1612040121,女,汉族,新闻与文化传播学院,网络与新媒体,网媒1601,校级竞赛,三等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-05-16
740,201721060491,男,汉族,工商管理学院,工商管理（国际班）,工商国际1701,校级竞赛,三等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-12-21
741,1607030312,男,汉族,财政税务学院,税收学,税务1603,校级竞赛,优秀奖,"""挑战杯""全国大学生课外学术科技作品竞赛",共青团中央,团体,暂无数据,2019-04-07
742,201721020158,女,汉族,经济学院,国际商务,国商1701,院级竞赛,其他（学院以上选拔推荐参赛但未获奖）,其他（见附件）,其他（见附件）,个体,暂无数据,2019-05-08
743,201821030334,男,汉族,金融学院,金融学类,金融1801,校级竞赛,一等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,是,2019-05-01
744,1602010410,女,汉族,经济学院,经济学,经济1604,院级竞赛,三等奖,财经评论员大赛,经济学院,个体,暂无数据,2019-06-03
745,1610030156,男,汉族,公共管理学院（公共管理硕士专业学位教育中心）,劳动与社会保障,劳保1601,校级竞赛,一等奖,中国“互联网+”大学生创新创业大赛,教育部,团体,是,2019-09-08
746,1610020105,男,汉族,公共管理学院（公共管理硕士专业学位教育中心）,公共事业管理,公管1601,校级竞赛,优秀奖,大学生创新创业训练计划-创新项目,教育部,团体,暂无数据,2018-12-01
747,1610030131,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,劳动与社会保障,劳保1601,省级竞赛,三等奖,中国“互联网+”大学生创新创业大赛,教育部,团体,是,2018-09-01
748,201721130136,女,汉族,金融学院,金融工程,金工1701,校级竞赛,二等奖,中国“互联网+”大学生创新创业大赛,教育部,团体,否,2018-12-08
749,201721100056,女,汉族,经济学院,经济学,经济1701,校级竞赛,三等奖,"""挑战杯""全国大学生课外学术科技作品竞赛",共青团中央,团体,暂无数据,2019-04-12
750,201721030416,男,汉族,金融学院,投资学,投资1701,校级竞赛,二等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-12-21
751,201821040149,男,汉族,法学院,法学类,法1811,校级竞赛,三等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-04-29
752,1603090104,女,汉族,金融学院,金融工程,金工1601,校级竞赛,二等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-09-21
753,201721060691,男,汉族,工商管理学院,电子商务（管理）,商务1701,省级竞赛,三等奖,中国“互联网+”大学生创新创业大赛,教育部,团体,是,2019-09-09
754,201821080166,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（基地班）,会基1801,校级竞赛,二等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-04-24
755,201821320025,女,汉族,法学院,法学类,法1804,校级竞赛,优秀奖,中国“互联网+”大学生创新创业大赛,教育部（明理杯）,团体,否,2019-08-01
756,1608010133,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（基地班）,会基1601,省级竞赛,三等奖,湖北省大学生经济学术研讨会暨论文征集大赛,共青团湖北省委、湖北省学生联合会,团体,暂无数据,2019-03-31
757,1604000447,女,汉族,法学院,法学,法1604,校级竞赛,三等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-12-21
758,1613010106,女,汉族,信息与安全工程学院,安全工程,安全1601,省级竞赛,三等奖,"""挑战杯""全国大学生课外学术科技作品竞赛",共青团中央,团体,暂无数据,2019-05-01
759,201721070015,女,汉族,财政税务学院,财政学,财政1701,省级竞赛,一等奖,“我选湖北”湖北省大学生创业大赛,湖北省人社厅、教育厅、财政厅、共青团湖北省委,团体,是,2018-08-30
760,1605010106,男,汉族,刑事司法学院,侦查学,侦查1601,校级竞赛,三等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-01-08
761,1604060107,男,汉族,法学院,法学,民商1601,省级竞赛,二等奖,"""挑战杯""全国大学生课外学术科技作品竞赛",共青团中央,团体,暂无数据,2019-05-25
762,1610020101,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,公共事业管理,公管1601,校级竞赛,优秀奖,中国“互联网+”大学生创新创业大赛,教育部（明理杯）,团体,暂无数据,2018-09-01
763,201721100176,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,公共事业管理,公管1701,校级竞赛,一等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,否,2019-05-13
764,201721060189,女,汉族,工商管理学院,物流管理,物管1701,院级竞赛,其他（学院以上选拔推荐参赛但未获奖）,其他（见附件）,其他（见附件）,团体,暂无数据,2019-06-06
765,201721070054,男,汉族,财政税务学院,税收学,税务1703,校级竞赛,优秀奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-11-05
766,201721100150,女,汉族,会计学院（会计硕士专业学位教育中心）,国际会计（中澳班）,国会1701,校级竞赛,三等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-12-21
767,1605050129,男,汉族,刑事司法学院,侦查学,职侦1601,校级竞赛,二等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-05-01
768,201821040407,男,汉族,法学院,法学类,法1811,省级竞赛,三等奖,中国“互联网+”大学生创新创业大赛,教育部,团体,暂无数据,2019-07-04
769,1606020145,女,汉族,工商管理学院,贸易经济,贸经1601,校级竞赛,三等奖,中国“互联网+”大学生创新创业大赛,教育部（明理杯）,团体,是,2018-12-07
770,201721130135,女,汉族,金融学院,金融学,金融1702,校级竞赛,三等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-05-01
771,201721130083,女,汉族,信息与安全工程学院,信息管理与信息系统（金融信息）,信管1702,校级竞赛,优秀奖,中国“互联网+”大学生创新创业大赛,教育部,团体,暂无数据,2019-08-01
772,201721320008,男,汉族,文澜学院,经济管理试验班,经管1702,校级竞赛,二等奖,中国“互联网+”大学生创新创业大赛,教育部（明理杯）,团体,暂无数据,2019-07-10
773,201721050092,男,汉族,刑事司法学院,治安学,治安1701,校级竞赛,一等奖,中国“互联网+”大学生创新创业大赛,教育部（明理杯）,团体,是,2019-06-26
774,1603150115,女,汉族,金融学院,保险学（精算）,保精1601,院级竞赛,其他（学院以上选拔推荐参赛但未获奖）,其他（见附件）,其他（见附件）,个体,暂无数据,2019-06-18
775,201721320019,女,汉族,文澜学院,经济管理试验班,经管1702,国家级竞赛,三等奖,“创青春” 全国大学生创业大赛,共青团中央、教育部,团体,暂无数据,2018-11-30
776,201721040140,女,汉族,法学院,法学,民商1702,校级竞赛,三等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-05-01
777,201721040561,女,维吾尔族,法学院,法学,法1701,省级竞赛,三等奖,中国“互联网+”大学生创新创业大赛,教育部,团体,否,2019-06-08
778,201721020033,女,汉族,经济学院,国际商务,国商1701,校级竞赛,一等奖,"""挑战杯""全国大学生课外学术科技作品竞赛",共青团中央,团体,暂无数据,2019-04-24
779,201721080088,女,仫佬族,会计学院（会计硕士专业学位教育中心）,会计学（注册会计师）,注会1701,省级竞赛,三等奖,中国“互联网+”大学生创新创业大赛,教育部,团体,是,2019-06-09
780,201721120022,女,汉族,新闻与文化传播学院,数字媒体艺术,媒体1702,校级竞赛,三等奖,中国“互联网+”大学生创新创业大赛,教育部（明理杯）,团体,否,2019-09-04
781,1610010132,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,行政管理,行管1601,省级竞赛,一等奖,"""挑战杯""全国大学生课外学术科技作品竞赛",共青团中央,团体,暂无数据,2019-05-25
782,201721060346,女,汉族,工商管理学院,国际经济与贸易,国贸1702,校级竞赛,二等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-05-01
783,201821050011,男,蒙古族,刑事司法学院,公安学类,公安1802,院级竞赛,其他（学院以上选拔推荐参赛但未获奖）,其他（见附件）,其他（见附件）,团体,是,2019-05-08
784,1605050142,女,汉族,刑事司法学院,侦查学,职侦1601,校级竞赛,三等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-12-21
785,1613030113,男,汉族,信息与安全工程学院,信息管理与信息系统（金融信息）,信管1602,国家级竞赛,二等奖,中国大学生服务外包创新创业大赛,教育部、商务部,团体,暂无数据,2019-05-28
786,1604000229,女,汉族,法学院,法学,法1602,校级竞赛,三等奖,大学生创新创业训练计划-创新项目,教育部,团体,是,2018-12-12
787,201821030314,女,汉族,金融学院,金融学类,金融1803,校级竞赛,三等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-12-07
788,1604000134,男,汉族,法学院,法学,法1601,校级竞赛,二等奖,大学生创新创业训练计划-创新项目,教育部,团体,暂无数据,2018-12-01
789,1632010140,女,汉族,文澜学院,经济管理试验班,经管1601,校级竞赛,优秀奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,是,2018-10-09
790,1603010138,女,汉族,金融学院,金融学,金融1601,校级竞赛,二等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-12-21
791,1607030104,女,汉族,财政税务学院,税收学,税务1601,国家级竞赛,三等奖,“创青春” 全国大学生创业大赛,共青团中央、教育部,团体,是,2018-11-30
792,1604060102,女,汉族,法学院,法学,民商1601,国家级竞赛,二等奖,大学生创新创业训练计划-创新项目,教育部,团体,暂无数据,2018-12-11
793,1604070111,男,汉族,法学院,法学,外法1601,国家级竞赛,一等奖,全国大学生版权征文大赛,国家版权局,个体,暂无数据,2018-10-30
794,1610030156,男,汉族,公共管理学院（公共管理硕士专业学位教育中心）,劳动与社会保障,劳保1601,校级竞赛,一等奖,中国“互联网+”大学生创新创业大赛,教育部,团体,是,2019-09-08
795,201721080192,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（ACCA）,ACCA1701,校级竞赛,优秀奖,"""挑战杯""全国大学生课外学术科技作品竞赛",共青团中央,团体,暂无数据,2019-04-26
796,201721100033,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,劳动与社会保障,劳保1701,校级竞赛,二等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-12-21
797,201729050839,男,维吾尔族,刑事司法学院,法学（司）,司法1702,校级竞赛,二等奖,中国“互联网+”大学生创新创业大赛,教育部（明理杯）,团体,否,2019-09-08
798,201721100265,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,公共事业管理,公管1701,校级竞赛,优秀奖,"""挑战杯""全国大学生课外学术科技作品竞赛",共青团中央,团体,否,2019-04-02
799,201721070058,女,汉族,财政税务学院,财政学,财政1703,校级竞赛,二等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-05-29
800,1603090153,女,汉族,金融学院,金融工程,金工1601,省级竞赛,二等奖,"""挑战杯""全国大学生课外学术科技作品竞赛",共青团中央,团体,暂无数据,2019-05-25
801,1606020167,男,维吾尔族,工商管理学院,贸易经济,贸经1601,校级竞赛,一等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-05-30
802,1609030113,男,汉族,信息与安全工程学院,信息管理与信息系统,信管1601,校级竞赛,一等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-12-21
803,201721070136,女,汉族,财政税务学院,财政学,财政1701,校级竞赛,优秀奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-12-21
804,201821020156,女,汉族,经济学院,经济学（实验）,经济实验1801,校级竞赛,三等奖,中国“互联网+”大学生创新创业大赛,教育部（明理杯）,团体,是,2019-09-08
805,1603010110,女,汉族,金融学院,金融学,金融1601,校级竞赛,二等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-12-21
806,1606070104,女,汉族,工商管理学院,旅游管理,旅游1601,校级竞赛,三等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-12-21
807,1610030131,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,劳动与社会保障,劳保1601,国家级竞赛,二等奖,大学生微创业行动,KAB全国推广办公室,团体,暂无数据,2018-11-08
808,1606050122,男,汉族,工商管理学院,市场营销,市营1601,院级竞赛,其他（学院以上选拔推荐参赛但未获奖）,其他（见附件）,其他（见附件）,团体,否,2018-05-06
809,201821070145,男,汉族,财政税务学院,财政学类,财政1801,校级竞赛,二等奖,中国“互联网+”大学生创新创业大赛,教育部,团体,否,2019-09-08
810,1610030156,男,汉族,公共管理学院（公共管理硕士专业学位教育中心）,劳动与社会保障,劳保1601,国家级竞赛,三等奖,“创青春” 全国大学生创业大赛,共青团中央、教育部,团体,否,2018-11-20
811,1606030109,男,汉族,工商管理学院,管理科学,管科1601,校级竞赛,三等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-05-25
812,1608020311,男,汉族,会计学院（会计硕士专业学位教育中心）,会计学（注册会计师）,注会1603,院级竞赛,二等奖,其他（见附件）,其他（见附件）,个体,暂无数据,2018-11-06
813,1609010112,男,汉族,统计与数学学院,信息与计算科学,信科1601,校级竞赛,二等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-12-21
814,1609120128,女,汉族,统计与数学学院,金融数学,金数1601,院级竞赛,其他（学院以上选拔推荐参赛但未获奖）,其他（见附件）,其他（见附件）,个体,暂无数据,2019-05-10
815,1609050160,女,汉族,信息与安全工程学院,计算机科学与技术,计科1601,校级竞赛,三等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-12-21
816,1611080203,女,汉族,经济学院,经济学,经济1604,院级竞赛,优秀奖,财经评论员大赛,经济学院,个体,暂无数据,2019-05-15
817,201721040080,男,汉族,法学院,法学,法1702,校级竞赛,三等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-05-15
818,201721060318,女,汉族,工商管理学院,国际经济与贸易,国贸1702,校级竞赛,二等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-05-08
819,1606090143,男,汉族,工商管理学院,电子商务（管理）,商务1601,国家级竞赛,三等奖,中国“互联网+”大学生创新创业大赛,教育部,团体,否,2018-07-28
820,1603010215,男,汉族,金融学院,金融学,金融1602,校级竞赛,优秀奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-12-21
821,201721040202,女,汉族,法学院,法学,法1701,校级竞赛,三等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-05-06
822,201721060521,女,汉族,工商管理学院,国际经济与贸易,国贸1701,省级竞赛,二等奖,中国“互联网+”大学生创新创业大赛,教育部,团体,是,2019-07-31
823,1612090218,女,汉族,新闻与文化传播学院,数字媒体艺术,媒体1602,校级竞赛,优秀奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,否,2019-05-26
824,1610080120,女,苗族,公共管理学院（公共管理硕士专业学位教育中心）,城市管理,城管1601,校级竞赛,二等奖,中国“互联网+”大学生创新创业大赛,教育部,团体,否,2018-12-01
825,201721120015,女,蒙古族,新闻与文化传播学院,广播电视学,广电1701,国家级竞赛,优秀奖,暂无数据,共青团中央,团体,是,2019-04-26
826,1606030108,女,汉族,工商管理学院,管理科学,管科1601,院级竞赛,三等奖,“工商学苑杯”经济管理学论坛论文评比,工商管理学院,团体,暂无数据,2018-12-06
827,1608030433,男,汉族,会计学院（会计硕士专业学位教育中心）,财务管理,财务1604,校级竞赛,一等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-05-20
828,201821250123,女,汉族,中韩新媒体学院,电影学（影像）,影像1802,校级竞赛,三等奖,中国“互联网+”大学生创新创业大赛,教育部（明理杯）,团体,否,2019-09-08
829,201721070015,女,汉族,财政税务学院,财政学,财政1701,校级竞赛,优秀奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-12-19
830,201721060555,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（CPAC）,CPAC1701,校级竞赛,三等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-05-16
831,1604080111,女,汉族,法学院,法学,法制1601,校级竞赛,三等奖,"""挑战杯""全国大学生课外学术科技作品竞赛",共青团中央,团体,暂无数据,2019-04-01
832,201821070136,女,汉族,财政税务学院,财政学类,财政1804,院级竞赛,其他（学院以上选拔推荐参赛但未获奖）,其他（见附件）,其他（见附件）,个体,暂无数据,2019-05-30
833,201821320052,女,汉族,文澜学院,经济管理试验班,经管1801,校级竞赛,优秀奖,中国“互联网+”大学生创新创业大赛,教育部,团体,暂无数据,2019-06-30
834,1610030156,男,汉族,公共管理学院（公共管理硕士专业学位教育中心）,劳动与社会保障,劳保1601,省级竞赛,一等奖,中国“互联网+”大学生创新创业大赛,教育部,团体,否,2019-07-31
835,1609100114,女,汉族,统计与数学学院,经济统计学,经统1601,校级竞赛,二等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-11-09
836,201721070050,女,汉族,财政税务学院,税收学,税务1701,校级竞赛,优秀奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-12-21
837,1604060214,男,汉族,法学院,法学,民商1602,校级竞赛,一等奖,"""挑战杯""全国大学生课外学术科技作品竞赛",共青团中央,团体,暂无数据,2019-04-20
838,201721090018,女,蒙古族,统计与数学学院,信息与计算科学,信科1701,校级竞赛,二等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-05-06
839,201721050334,女,汉族,刑事司法学院,法学（司）,司法1702,校级竞赛,二等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-05-01
840,201721060318,女,汉族,工商管理学院,国际经济与贸易,国贸1702,校级竞赛,三等奖,中国“互联网+”大学生创新创业大赛,教育部,团体,否,2019-06-30
841,201721020065,男,汉族,经济学院,经济学,经济1702,院级竞赛,其他（学院以上选拔推荐参赛但未获奖）,财经评论员大赛,经济学院,个体,暂无数据,2019-06-05
842,201821130142,男,汉族,经济学院,国际商务（中法）,国商1803,院级竞赛,优秀奖,财经评论员大赛,经济学院,个体,暂无数据,2019-05-05
843,1606020148,女,汉族,工商管理学院,贸易经济,贸经1601,校级竞赛,一等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-12-21
844,201721030092,女,汉族,金融学院,工程造价,造价1701,院级竞赛,其他（学院以上选拔推荐参赛但未获奖）,其他（见附件）,其他（见附件）,团体,是,2019-05-10
845,1606010203,男,汉族,工商管理学院,国际经济与贸易,国贸1602,院级竞赛,二等奖,“工商学苑杯”经济管理学论坛论文评比,工商管理学院,团体,暂无数据,2018-12-15
846,201721060377,女,汉族,工商管理学院,人力资源管理,人力1701,院级竞赛,其他（学院以上选拔推荐参赛但未获奖）,其他（见附件）,其他（见附件）,团体,暂无数据,2019-06-05
847,201721130231,女,汉族,信息与安全工程学院,安全工程,安全1701,省级竞赛,二等奖,全国高校安全科学与工程大学生实践与创新作品大赛,全国高校安全工程学术年会委员会,团体,暂无数据,2019-09-05
848,201721040220,女,汉族,法学院,法学,法制1701,校级竞赛,优秀奖,中国“互联网+”大学生创新创业大赛,教育部（明理杯）,团体,否,2019-09-08
849,1603010204,女,汉族,金融学院,金融学,金融1602,校级竞赛,三等奖,本科优秀科研成果评选,中南财经政法大学学生工作部,团体,暂无数据,2019-09-02
850,201721030335,男,汉族,金融学院,投资学,投资1701,校级竞赛,二等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-12-21
851,1632010147,女,汉族,文澜学院,经济管理试验班,经管1601,院级竞赛,一等奖,未来经济与管理领军人才学术论坛,文澜学院,个体,暂无数据,2018-12-24
852,201821060526,男,汉族,金融学院,金融学类,金融1804,院级竞赛,其他（学院以上选拔推荐参赛但未获奖）,其他（见附件）,其他（见附件）,团体,暂无数据,2019-04-18
853,1603030163,男,壮族,金融学院,工程管理,工程1601,校级竞赛,优秀奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-05-01
854,201721040324,女,汉族,法学院,法学,民商1701,校级竞赛,三等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-05-06
855,201721040074,女,汉族,法学院,法学,法1709,校级竞赛,三等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-01-08
856,1632010108,女,汉族,文澜学院,经济管理试验班,经管1601,院级竞赛,二等奖,未来经济与管理领军人才学术论坛,文澜学院,个体,暂无数据,2019-07-09
857,1623020103,女,汉族,中韩新媒体学院,电影学（影像）,影像1601,校级竞赛,优秀奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-04-26
858,1605060220,女,汉族,刑事司法学院,法学（司）,司法1602,校级竞赛,二等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,否,2019-05-01
859,1613010112,女,汉族,信息与安全工程学院,安全工程,安全1601,省级竞赛,三等奖,"""挑战杯""全国大学生课外学术科技作品竞赛",共青团中央,团体,暂无数据,2019-05-25
860,201821320074,女,汉族,文澜学院,经济管理试验班,经管1802,校级竞赛,二等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-05-07
861,1607030310,女,汉族,财政税务学院,税收学,税务1603,校级竞赛,一等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-12-21
862,201721070212,女,汉族,财政税务学院,财政学,财政1701,校级竞赛,三等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-04-26
863,201821030174,女,汉族,金融学院,管理科学与工程类,管工1802,校级竞赛,三等奖,中国“互联网+”大学生创新创业大赛,教育部,团体,否,2019-07-22
864,201821320046,女,汉族,文澜学院,经济管理试验班,经管1801,校级竞赛,优秀奖,中国“互联网+”大学生创新创业大赛,教育部,团体,暂无数据,2019-06-30
865,1609110120,女,汉族,统计与数学学院,应用统计学,应统1601,校级竞赛,优秀奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,否,2018-12-21
866,201721020048,女,汉族,经济学院,经济学,经济1702,校级竞赛,三等奖,"""挑战杯""全国大学生课外学术科技作品竞赛",共青团中央,团体,暂无数据,2019-04-29
867,201721030168,女,汉族,经济学院,经济学,经济1701,校级竞赛,三等奖,"""挑战杯""全国大学生课外学术科技作品竞赛",共青团中央,团体,暂无数据,2019-04-25
868,201721130181,男,汉族,信息与安全工程学院,电子商务（技术）,商务1702,校级竞赛,三等奖,中国“互联网+”大学生创新创业大赛,教育部,团体,否,2019-09-08
869,201721060521,女,汉族,工商管理学院,国际经济与贸易,国贸1701,省级竞赛,一等奖,中国“互联网+”大学生创新创业大赛,教育部,团体,否,2019-07-31
870,1608030322,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（基地班）,会基1601,院级竞赛,三等奖,“明日之星“本科生学术论坛,会计学院,团体,暂无数据,2018-10-17
871,1607030308,女,汉族,财政税务学院,税收学,税务1603,校级竞赛,三等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-05-28
