id,number,gender,nation,academy,profession,class,social_practice_level,award_level,award_name,organization,award_type,award_date
1565,201721020047,男,汉族,经济学院,经济学,经济1704,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2018-12-15
1566,201821040706,男,汉族,法学院,法学类,法1810,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-02-22
1567,201721050174,女,汉族,刑事司法学院,侦查学,职侦1701,校级,社会实践团队,寒暑假返乡大学生志愿服务行动,共青团中南财经政法大学委员会,团体,2019-03-07
1568,201821130193,女,汉族,信息与安全工程学院,环境工程,环境1801,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-22
1569,1602040112,男,汉族,经济学院,国际商务,国商1601,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2018-12-27
1570,201821080194,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（ACCA）,ACCA1801,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-04-14
1571,1606070136,女,土家族,工商管理学院,旅游管理,旅游1601,院级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2019-03-01
1572,1607030312,男,汉族,财政税务学院,税收学,税务1603,校级,社会实践团队,社会实践“优秀团队”,共青团中南财经政法大学委员会,团体,2018-12-06
1573,201721020084,女,汉族,经济学院,经济学,经济1702,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2019-02-01
1574,201721140039,女,壮族,哲学院,社会学,社会1701,校级,社会实践团队,寒暑假返乡大学生志愿服务行动,共青团中南财经政法大学委员会,团体,2019-03-15
1575,201821110211,女,汉族,外国语学院,外国语言文学类,英语1803,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-27
1576,201821050160,男,汉族,刑事司法学院,公安学类,公安1803,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2018-12-08
1577,1604000201,男,汉族,法学院,法学,法1602,校级,社会实践团队,社会实践“优秀团队”,共青团中南财经政法大学委员会,团体,2018-12-01
1578,201721040742,女,汉族,法学院,法学,法1705,省级,社会实践先进个人,全国大中专学生志愿者暑期文化科技卫生“三下乡”社会实践活动,共青团中央、中央宣传部、国家教育部、全国学联,团体,2018-12-13
1579,201721070193,男,汉族,财政税务学院,财政学,财政1702,院级,社会实践团队,社会实践“优秀团队”,各学院分团委,团体,2019-04-06
1580,201821040001,男,汉族,法学院,法学类,法1804,校级,社会实践团队,寒暑假返乡大学生志愿服务行动,共青团中南财经政法大学委员会,团体,2019-03-30
1581,201721030348,女,维吾尔族,金融学院,金融工程,金工1701,国家级,社会实践团队,全国大中专学生志愿者暑期文化科技卫生“三下乡”社会实践活动,共青团中央、中央宣传部、国家教育部、全国学联,团体,2019-07-05
1582,201721120010,女,蒙古族,新闻与文化传播学院,网络与新媒体,网媒1701,校级,社会实践先进个人,“垃圾投进趣”全国青年公益实践大赛,中国扶贫基金会(校赛),团体,2018-11-04
1583,201721120049,女,汉族,新闻与文化传播学院,网络与新媒体,网媒1701,校级,社会实践团队,社会实践“优秀团队”,共青团中南财经政法大学委员会,团体,2018-12-08
1584,201821070172,男,汉族,财政税务学院,财政学类,财政1804,校级,社会实践团队,寒暑假返乡大学生志愿服务行动,共青团中南财经政法大学委员会,团体,2019-03-08
1585,201721070169,女,维吾尔族,财政税务学院,财政学,财政1701,校级,社会实践先进个人,寒暑假返乡大学生志愿服务行动,共青团中南财经政法大学委员会,团体,2019-03-01
1586,201721030271,男,汉族,金融学院,投资学,投资1701,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-04-14
1587,1605020132,男,汉族,刑事司法学院,治安学,治安1601,校级,社会实践团队,社会实践“优秀团队”,共青团中南财经政法大学委员会,团体,2018-12-26
1588,1608020326,男,汉族,会计学院（会计硕士专业学位教育中心）,会计学（注册会计师）,注会1603,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-04-01
1589,201821110175,女,汉族,外国语学院,日语,日语1802,校级,社会实践先进个人,寒暑假返乡大学生志愿服务行动,共青团中南财经政法大学委员会,个体,2019-03-09
1590,201721040279,男,汉族,刑事司法学院,法学（司）,司法1702,院级,社会实践调查报告,社会实践“优秀成果”,共青团中南财经政法大学委员会,团体,2019-01-04
1591,1604060247,男,汉族,法学院,法学,民商1602,校级,社会实践团队,社会实践“优秀团队”,共青团中南财经政法大学委员会,团体,2019-05-08
1592,1611000225,女,汉族,外国语学院,英语,英语1602,院级,社会实践调查报告,社会实践“优秀成果”,共青团中南财经政法大学委员会,团体,2018-12-11
1593,201721070137,男,汉族,财政税务学院,财政学,财政1702,校级,社会实践调查报告,社会实践“优秀成果”,共青团中南财经政法大学委员会,团体,2019-04-05
1594,201721050047,男,汉族,刑事司法学院,治安学,治安1701,院级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2019-04-08
1595,1605010104,男,汉族,刑事司法学院,侦查学,侦查1601,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-10-30
1596,201721140175,女,汉族,哲学院,社会学,社会1701,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-09-03
1597,201821040048,女,壮族,法学院,法学类,法1805,校级,社会实践团队,寒暑假返乡大学生志愿服务行动,共青团中南财经政法大学委员会,团体,2019-03-15
1598,201721030421,女,汉族,金融学院,投资学,投资1701,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2018-10-19
1599,201821050090,男,汉族,刑事司法学院,公安学类,公安1803,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-06-04
1600,201821060378,男,汉族,会计学院（会计硕士专业学位教育中心）,会计学（CPAC）,CPAC1801,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-07-24
1601,201821130222,男,汉族,信息与安全工程学院,安全工程,安全1801,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-07-04
1602,201721120009,男,汉族,新闻与文化传播学院,广播电视学,广电1701,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2018-04-30
1603,201821040364,女,汉族,法学院,法学类,法1813,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2019-02-28
1604,1601020114,女,汉族,哲学院,国际政治,国政1601,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2019-04-01
1605,1604000122,女,汉族,法学院,法学,法1601,院级,社会实践团队,社会实践“优秀团队”,各学院分团委,团体,2019-05-01
1606,201821250063,女,汉族,中韩新媒体学院,视觉传达设计（动漫）,动漫1801,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-09-20
1607,201721130040,女,汉族,信息与安全工程学院,信息管理与信息系统,信管1701,校级,社会实践调查报告,社会实践“优秀成果”,共青团中南财经政法大学委员会,团体,2019-05-03
1608,201821130010,女,壮族,信息与安全工程学院,计算机类,信息1805,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-27
1609,201821130179,女,汉族,信息与安全工程学院,计算机类,信息1804,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-30
1610,201721080238,女,汉族,会计学院（会计硕士专业学位教育中心）,财务管理,财务1701,国家级,社会实践先进个人,“公益未来·SAP青年责任梦想+”大赛,中国扶贫基金会(总决赛),团体,2019-01-25
1611,1613030111,女,汉族,信息与安全工程学院,信息管理与信息系统（金融信息）,信管1602,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-31
1612,201821090211,女,汉族,统计与数学学院,金融数学,金数1801,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2019-04-08
1613,1604060129,女,汉族,法学院,法学,民商1601,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2018-12-07
1614,201721250284,女,汉族,中韩新媒体学院,视觉传达设计（动漫）,动漫1703,院级,社会实践调查报告,社会实践“优秀成果”,共青团中南财经政法大学委员会,团体,2018-12-08
1615,201821110117,女,汉族,外国语学院,俄语,俄语1801,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-07-22
1616,201821040773,女,汉族,法学院,法学类,法1806,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2019-03-24
1617,201721060047,女,汉族,工商管理学院,农林经济管理,农经1701,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-02-01
1618,201821060415,男,汉族,会计学院（会计硕士专业学位教育中心）,国际会计（中澳班）,国会1801,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-06-11
1619,201721030005,男,汉族,金融学院,金融学,金融1701,校级,社会实践调查报告,社会实践“优秀成果”,共青团中南财经政法大学委员会,团体,2018-12-01
1620,201821060595,女,汉族,工商管理学院,工商管理类,工商1809,院级,社会实践团队,社会实践“优秀团队”,各学院分团委,团体,2019-09-12
1621,1606020102,女,汉族,工商管理学院,贸易经济,贸经1601,校级,社会实践调查报告,社会实践“优秀成果”,共青团中南财经政法大学委员会,团体,2018-12-20
1622,201821320034,男,汉族,文澜学院,经济管理试验班,经管1801,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2019-06-03
1623,1603030154,女,汉族,金融学院,工程管理,工程1601,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2019-03-14
1624,201721030116,女,汉族,金融学院,工程造价,造价1701,院级,社会实践团队,社会实践“优秀团队”,各学院分团委,团体,2019-04-08
1625,201821130019,男,汉族,信息与安全工程学院,计算机类,信息1805,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-20
1626,201821070089,女,汉族,财政税务学院,财政学类,财政1804,校级,社会实践团队,寒暑假返乡大学生志愿服务行动,共青团中南财经政法大学委员会,个体,2019-03-31
1627,201721050009,男,汉族,刑事司法学院,侦查学,侦查1701,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-10-19
1628,201721060015,男,汉族,工商管理学院,工商管理,工商1702,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-04-14
1629,1608020105,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（注册会计师）,注会1601,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2018-12-14
1630,201721030314,男,汉族,金融学院,金融学,金融1701,校级,社会实践调查报告,社会实践“优秀成果”,共青团中南财经政法大学委员会,团体,2019-04-01
1631,1608020306,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（注册会计师）,注会1603,院级,社会实践调查报告,社会实践“优秀成果”,共青团中南财经政法大学委员会,团体,2018-05-01
1632,201821110017,女,汉族,外国语学院,外国语言文学类,英语1803,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-20
1633,1604000228,男,汉族,法学院,法学,法1602,校级,社会实践调查报告,社会实践“优秀成果”,共青团中南财经政法大学委员会,团体,2018-12-12
1634,201721020002,女,汉族,经济学院,国际商务（中法）,国商1703,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2019-09-08
1635,1604080103,女,汉族,法学院,法学,法制1601,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2019-04-02
1636,201821060142,女,汉族,工商管理学院,经济与贸易类,经贸1802,校级,社会实践团队,寒暑假返乡大学生志愿服务行动,共青团中南财经政法大学委员会,团体,2019-03-07
1637,201721020084,女,汉族,经济学院,经济学,经济1702,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2018-09-25
1638,201821040427,女,汉族,法学院,法学类,法1810,校级,社会实践调查报告,社会实践“优秀成果”,共青团中南财经政法大学委员会,团体,2019-04-08
1639,201821030290,男,汉族,金融学院,金融学类,金融1802,校级,社会实践调查报告,社会实践“优秀成果”,共青团中南财经政法大学委员会,团体,2019-05-12
1640,201821130088,女,汉族,信息与安全工程学院,环境工程,环境1801,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-01
1641,1604000316,男,汉族,法学院,法学,法1603,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-03-01
1642,201821040167,女,汉族,法学院,法学类,法1814,校级,社会实践团队,寒暑假返乡大学生志愿服务行动,共青团中南财经政法大学委员会,个体,2019-03-14
1643,201821130292,女,汉族,信息与安全工程学院,计算机类,信息1805,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-30
1644,1603100124,女,汉族,金融学院,房地产开发与管理,房产1601,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2018-09-09
1645,1610010117,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,行政管理,行管1601,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2018-12-08
1646,201721030002,女,满族,金融学院,金融学（CFA）,CFA1701,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2018-10-23
1647,1609040142,女,汉族,信息与安全工程学院,电子商务（技术）,商务1602,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-07-27
1648,201821110139,女,汉族,外国语学院,外国语言文学类,英语1805,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-02
1649,1604080212,男,汉族,法学院,法学,法制1602,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2018-10-27
1650,201721110299,女,土家族,外国语学院,法语,法语1701,校级,社会实践团队,寒暑假返乡大学生志愿服务行动,共青团中南财经政法大学委员会,个体,2019-09-21
1651,1606040243,男,汉族,工商管理学院,工商管理,工商1602,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2018-09-30
1652,201821040713,女,汉族,法学院,法学类,法1812,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-01-27
1653,201721060400,男,汉族,工商管理学院,贸易经济,贸经1701,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2018-11-20
1654,201821080080,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学,会计1801,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2019-04-07
1655,1604070121,男,汉族,法学院,法学,外法1601,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2019-04-30
1656,1607030317,男,汉族,财政税务学院,税收学,税务1603,院级,社会实践团队,社会实践“优秀团队”,各学院分团委,团体,2019-04-01
1657,201821030288,女,汉族,金融学院,金融学类,金融1802,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2019-03-13
1658,1605020114,男,汉族,刑事司法学院,治安学,治安1601,校级,社会实践调查报告,社会实践“优秀成果”,共青团中南财经政法大学委员会,团体,2018-12-06
1659,201721040298,女,汉族,法学院,法学,法1702,校级,社会实践团队,社会实践“优秀团队”,共青团中南财经政法大学委员会,团体,2018-12-25
1660,201821130042,女,回族,信息与安全工程学院,计算机类,信息1805,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-15
1661,201721050013,男,汉族,刑事司法学院,治安学,治安1701,校级,社会实践调查报告,社会实践“优秀成果”,共青团中南财经政法大学委员会,团体,2018-04-10
1662,201821110188,女,汉族,外国语学院,外国语言文学类,英语1808,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-07-07
1663,201821050079,男,汉族,刑事司法学院,公安学类,公安1804,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2019-04-10
1664,201721100132,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,行政管理,行管1701,院级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2018-12-08
1665,1604000606,女,汉族,法学院,法学,法1606,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2018-12-01
1666,1612040116,女,汉族,新闻与文化传播学院,网络与新媒体,网媒1601,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2018-12-06
1667,201721130178,男,回族,经济学院,国际商务（中法）,国商1703,院级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2019-07-02
1668,201721030371,男,汉族,金融学院,保险学（精算）,保精1701,校级,社会实践调查报告,社会实践“优秀成果”,共青团中南财经政法大学委员会,团体,2019-04-09
1669,1606050103,女,汉族,工商管理学院,市场营销,市营1601,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2018-12-27
1670,201821040057,男,土家族,法学院,法学类,法1803,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-22
1671,201821040401,女,汉族,法学院,法学类,法1813,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-30
1672,1623010415,男,汉族,中韩新媒体学院,视觉传达设计（动漫）,动漫1604,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2019-03-13
1673,201721110275,女,汉族,外国语学院,俄语,俄语1701,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2019-04-01
1674,1607030232,男,汉族,财政税务学院,税收学,税务1602,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2018-12-20
1675,201821030446,男,汉族,金融学院,管理科学与工程类,管工1801,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2019-01-23
1676,201821130037,女,汉族,信息与安全工程学院,计算机类,信息1804,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-30
1677,1604000116,女,汉族,法学院,法学（卓越）,卓越1601,院级,社会实践调查报告,社会实践“优秀成果”,共青团中南财经政法大学委员会,团体,2019-05-30
1678,201721060042,女,汉族,会计学院（会计硕士专业学位教育中心）,国际会计（中澳班）,国会1701,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2019-08-28
1679,1601040112,女,汉族,哲学院,社会学,社会1601,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-03-04
1680,201821040093,男,汉族,法学院,法学类,法1805,院级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2019-05-30
1681,201821030175,女,汉族,金融学院,金融学类,金融1803,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2019-04-02
1682,1603090112,女,汉族,金融学院,金融工程,金工1601,校级,社会实践调查报告,社会实践“优秀成果”,共青团中南财经政法大学委员会,团体,2018-12-07
1683,201821040190,男,汉族,法学院,法学类,法1812,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-02-21
1684,201821130021,男,汉族,信息与安全工程学院,计算机类,信息1804,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-30
1685,1610010102,男,汉族,公共管理学院（公共管理硕士专业学位教育中心）,行政管理,行管1601,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2019-04-10
1686,201721090277,女,汉族,统计与数学学院,经济统计学,经统1701,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2019-04-05
1687,201821060099,女,土家族,工商管理学院,管理科学,管科1801,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2019-04-05
1688,1602040143,女,汉族,经济学院,国际商务,国商1601,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2018-10-01
1689,201821050160,男,汉族,刑事司法学院,公安学类,公安1803,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2019-06-08
1690,201721070013,女,汉族,财政税务学院,税收学,税务1701,校级,社会实践团队,社会实践“优秀团队”,共青团中南财经政法大学委员会,团体,2018-10-12
1691,1604000713,女,汉族,法学院,法学,法1607,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2018-12-09
1692,1612090221,女,汉族,新闻与文化传播学院,数字媒体艺术,媒体1602,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2018-12-05
1693,201721250028,女,汉族,中韩新媒体学院,电影学（影像）,影像1704,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2019-06-10
1694,201721040562,男,汉族,法学院,法学类,法1809,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-01-29
1695,201721030294,女,羌族,金融学院,金融学,金融1701,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2018-12-07
1696,201721060061,女,汉族,工商管理学院,国际经济与贸易,国贸1702,校级,社会实践先进个人,寒暑假返乡大学生志愿服务行动,共青团中南财经政法大学委员会,个体,2018-11-08
1697,201729030514,女,白族,金融学院,金融学,金融1701,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2019-04-16
1698,201821080151,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（基地班）,会基1801,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2019-03-10
1699,201721060318,女,汉族,工商管理学院,国际经济与贸易,国贸1702,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-05-04
1700,201721100031,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,劳动与社会保障,劳保1701,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2019-03-11
1701,201821030252,女,汉族,金融学院,金融学类,金融1808,校级,社会实践调查报告,社会实践“优秀成果”,共青团中南财经政法大学委员会,团体,2019-04-01
1702,1613030108,女,汉族,信息与安全工程学院,信息管理与信息系统（金融信息）,信管1602,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-07-15
1703,1606050201,女,汉族,工商管理学院,市场营销,市营1602,校级,社会实践调查报告,社会实践“优秀成果”,共青团中南财经政法大学委员会,团体,2019-04-01
1704,201721070149,女,侗族,财政税务学院,财政学,财政1702,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2019-04-02
1705,1613020118,女,汉族,信息与安全工程学院,环境工程,环境1601,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2019-02-07
1706,1610070107,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1601,院级,社会实践调查报告,社会实践“优秀成果”,共青团中南财经政法大学委员会,团体,2018-12-01
1707,201721060041,女,汉族,工商管理学院,工商管理（国际班）,工商国际1701,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2019-04-12
1708,1605020123,男,汉族,刑事司法学院,治安学,治安1601,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2018-04-05
1709,201821050063,男,汉族,刑事司法学院,公安学类,公安1801,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-10-18
1710,201821320063,女,汉族,文澜学院,经济管理试验班,经管1801,国家级,社会实践团队,全国大中专学生志愿者暑期文化科技卫生“三下乡”社会实践活动,共青团中央、中央宣传部、国家教育部、全国学联,团体,2019-06-20
1711,1606050248,女,汉族,工商管理学院,市场营销,市营1602,院级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2019-09-06
1712,201821080211,男,汉族,会计学院（会计硕士专业学位教育中心）,会计学,会计1802,校级,社会实践团队,寒暑假返乡大学生志愿服务行动,共青团中南财经政法大学委员会,团体,2019-03-31
1713,201721060026,女,汉族,工商管理学院,人力资源管理,人力1701,校级,社会实践调查报告,社会实践“优秀成果”,共青团中南财经政法大学委员会,团体,2019-04-10
1714,1609010111,女,汉族,统计与数学学院,信息与计算科学,信科1601,校级,社会实践团队,社会实践“优秀团队”,共青团中南财经政法大学委员会,团体,2018-12-08
1715,201821040530,女,汉族,法学院,法学类,法1813,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-01-21
1716,1606020104,女,汉族,财政税务学院,财政学（中英班）,国财1601,校级,社会实践调查报告,社会实践“优秀成果”,共青团中南财经政法大学委员会,团体,2018-12-07
1717,201821030052,女,汉族,金融学院,金融学类,金融1807,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2019-04-01
1718,1603030154,女,汉族,金融学院,工程管理,工程1601,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-03-14
1719,1613010114,女,汉族,信息与安全工程学院,安全工程,安全1601,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-01
1720,1610010107,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,行政管理,行管1601,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-06-01
1721,1613030114,男,汉族,信息与安全工程学院,信息管理与信息系统（金融信息）,信管1602,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-31
1722,1606060107,女,汉族,工商管理学院,人力资源管理,人力1601,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2019-04-01
1723,201827040846,女,藏族,法学院,法学类,法1809,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-01-25
1724,201721100106,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1701,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2019-03-05
1725,1612040133,女,汉族,新闻与文化传播学院,新闻学,新闻1601,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2019-04-28
1726,201821040353,女,汉族,法学院,法学类,法1810,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-02-19
1727,201721130228,女,汉族,信息与安全工程学院,电子商务（技术）,商务1702,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-27
1728,201721060485,男,汉族,工商管理学院,农林经济管理,农经1701,校级,社会实践团队,寒暑假返乡大学生志愿服务行动,共青团中南财经政法大学委员会,团体,2019-09-06
1729,1602010424,男,汉族,经济学院,经济学,经济1604,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-08-28
1730,201821040504,男,汉族,法学院,法学类,法1813,校级,社会实践团队,寒暑假返乡大学生志愿服务行动,共青团中南财经政法大学委员会,团体,2019-03-06
1731,1610010141,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,行政管理,行管1601,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2018-12-06
1732,201721250009,女,回族,中韩新媒体学院,视觉传达设计（动漫）,动漫1704,校级,社会实践调查报告,社会实践“优秀成果”,共青团中南财经政法大学委员会,团体,2018-04-05
1733,201721130111,男,土家族,信息与安全工程学院,计算机科学与技术,计科1701,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-24
1734,201721130008,女,汉族,信息与安全工程学院,安全工程,安全1701,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-07-12
1735,201821040024,男,汉族,法学院,法学类,法1804,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-09-01
1736,1605030103,男,汉族,刑事司法学院,边防管理,边管1601,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2018-12-01
1737,1613030139,女,汉族,信息与安全工程学院,信息管理与信息系统（金融信息）,信管1602,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-31
1738,201721020053,女,汉族,经济学院,国际商务,国商1701,院级,社会实践团队,社会实践“优秀团队”,各学院分团委,团体,2018-12-31
